Active,Agency,BraillePlates,City,CityCount,City_Related,CopyQuantity,Delivery,DeliveryCount,DescripNotes,FarePanel,Field 76,InternalNotes,LastPrintedLookup,LastSurveyedLookup,MonthPrinted,MonthPrintedCount,NonStopCity,NonStopLocation,Note600s,OverrideEffDate,PhoneID,ShelterNum,Sidenote,SignClassification,SignClassificationCount,SignEventCodeM,SignEventCodeP,SignEventCodeS,SignID,SignType,SignTypeCount,Status,StopDescription,Stop_id_suffix,Stops_CityF_Lookup,TIDFile,Tag,TempFlag,UNIQUEID,UseOldMakepoints,stp_511_id
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2009-02-20,2022-01,2603,,,No,,51077,,,Polesign,2630,M,P,S,1567,R22,2630,OK,"Marin Ave. at Arlington Cir., Berkeley, FS S",,Berkeley,,SP22,No,0303390,No,51077
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2009-10-13,2022-01,2603,,,No,,53667,,,Polesign,2630,M,P,S,1568,R22,2630,OK,"Marin Ave. at Lassen St., Berkeley, NS W",,Berkeley,,SP22,No,0303400,No,53667
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,(AlaT24),2019-06-06,2009-02-20,2021-12,2603,,,No,,56766,,,Polesign,2630,M,P,S,836,R22,2630,OK,"Martin Luther King Jr. Way at Allston Way, Berkeley, FS S",,Berkeley,,F22,No,0303440,No,56766
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,Ashby BART,2019-06-06,2009-02-11,2021-12,2603,,,No,,52177,,,Polesign,2630,M,P,S,838,R22,2630,OK,"Martin Luther King Jr. Way at Prince St., Berkeley, FS N (Ashby BART)",,Berkeley,,F22,No,0303650,No,52177
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,Ashby BART,2019-06-06,2009-02-11,2021-12,2603,,,No,,55280,,,Polesign,2630,M,P,S,839,R22,2630,OK,"Martin Luther King Jr. Way at Prince St., Berkeley, NS S (Ashby BART)",,Berkeley,,F22,No,0303640,No,55280
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,Ashby BART,2019-03-21,2009-02-11,2022-07,2603,,,No,,55625,700771,,Shelter,2630,M,P,S,319,S3,2630,OK,"Martin Luther King Jr. Way at Ashby Ave., Berkeley, FS N",,Berkeley,,F22,No,0303470,No,55625
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,Ashby BART,2019-06-06,2009-02-11,2021-12,2603,,,No,,59554,,,Polesign,2630,M,P,S,834,R22,2630,OK,"Martin Luther King Jr. Way at Ashby Ave., Berkeley, NS S",,Berkeley,,F22,No,0303460,No,59554
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2019-03-21,2008-12-23,2022-07,2603,,,No,,57663,700801,,Shelter,2630,M,P,S,292,S3,2630,OK,"Martin Luther King Jr. Way at Hearst Ave., Berkeley, NS S",,Berkeley,,F22,No,0303600,No,57663
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2019-03-21,2009-02-23,2022-07,2603,,,No,,58115,702951,,Shelter,2630,M,P,S,282,S3,2630,OK,"Martin Luther King Jr. Way at Dwight Way, Berkeley, FS S",,Berkeley,,F22,No,0303590,No,58115
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2019-03-21,2009-02-20,2022-07,2603,,,No,,50544,702981,,Shelter,2630,M,P,S,283,S3,2630,OK,"Martin Luther King Jr. Way at Russell St., Berkeley, FS N",,Berkeley,,F22,No,0303690,No,50544
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2019-03-21,2009-02-20,2022-07,2603,,,No,,56546,702991,,Shelter,2630,M,P,S,323,S3,2630,OK,"Martin Luther King Jr. Way at Russell St., Berkeley, NS S",,Berkeley,,F22,No,0303680,No,56546
Sort of,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2009-02-20,2019-12,2603,,,No,,57669,,,Polesign,2630,M,P,S,1569,R22,2630,To remove,"Monterey Ave. at Colusa Ave., Berkeley, FS S",,Berkeley,,R22Susp,No,0303780,No,57669
Sort of,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2009-02-20,2019-12,2603,,,Yes,,53356,,,Polesign,2630,M,P,S,1571,R22,2630,To remove,"Monterey Ave. at Hopkins St., Berkeley, NS S",,Berkeley,,R22Susp,No,0303800,No,53356
Sort of,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2009-02-20,2019-12,2603,,,No,,53277,,,Polesign,2630,M,P,S,1570,R22,2630,To remove,"Monterey Ave. at Posen Ave., Berkeley, NS S",,Berkeley,,R22Susp,No,0303820,No,53277
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2009-02-11,2020-08,2603,,,No,,51173,,,Polesign,2630,M,P,S,435,R22,2630,OK,"Oxford St. at Hearst Ave., Berkeley, FS N",,Berkeley,,,No,0303910,No,51173
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2009-10-13,2022-01,2603,,,No,,50144,,,Polesign,2630,M,P,S,419,R22,2630,OK,"Piedmont Ave. at Channing Way, Berkeley, FS S",,Berkeley,,F22,No,0304010,No,50144
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,CN 3/2019,2019-06-06,2009-10-13,2022-01,2603,,,No,,53677,,,Polesign,2630,M,P,S,420,R22,2630,OK,"Piedmont Ave. at Channing Way, Berkeley, FS N",,Berkeley,,F22,No,0304020,No,53677
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2009-10-13,2022-01,2603,,,No,,51997,,,Polesign,2630,M,P,S,421,R22,2630,OK,"Piedmont Ave. at Dwight Way, Berkeley, NS S",,Berkeley,,F22,No,0304030,No,51997
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2009-10-13,2022-01,2603,,,No,,57725,,,Polesign,2630,M,P,S,422,R22,2630,OK,"Piedmont Crescent at Dwight Way, Berkeley, NS N",,Berkeley,,F22,No,0304040,No,57725
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2019-03-21,2009-02-23,2022-07,2603,,,Yes,,53556,703081,,Shelter,2630,M,P,S,655,S3,2630,OK,"Sacramento St. at Alcatraz Ave., Berkeley, FS N",,Berkeley,,F22,No,0304080,No,53556
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2009-02-23,2022-01,2603,,,Yes,,55380,,,Polesign,2630,M,P,S,1578,R22,2630,OK,"Sacramento St. at Allston Way, Berkeley, FS S",,Berkeley,,F22,No,0304100,No,55380
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2010-01-19,2022-01,2603,,,Yes,,52100,,,Polesign,2630,M,P,S,1584,R22,2630,OK,"Sacramento St. at Ashby Ave., Berkeley, NS S",,Berkeley,,F22,No,0304110,No,52100
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2019-03-21,2009-02-20,2022-07,2603,,,Yes,,58959,702781,,Shelter,2630,M,P,S,272,S3,2630,OK,"Sacramento St. at Ashby Ave., Berkeley, NS N",,Berkeley,,F22,No,0304120,No,58959
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2009-02-23,2022-01,2603,,,Yes,,52535,,,Polesign,2630,M,P,S,1582,R22,2630,OK,"Sacramento St. at Carleton St., Berkeley, NS S",,Berkeley,,F22,No,0304150,No,52535
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2009-02-23,2022-01,2603,,,Yes,,53977,,,Polesign,2630,M,P,S,1580,R22,2630,OK,"Sacramento St. at Channing Way, Berkeley, NS S",,Berkeley,,F22,Yes,0304190,No,53977
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2009-02-23,2022-01,2603,,,Yes,,55451,,,Polesign,2630,M,P,S,1581,R22,2630,OK,"Sacramento St. at Dwight Way, Berkeley, NS S",,Berkeley,,F22,No,0304220,No,55451
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,New Light Senior Center,2019-06-06,2009-02-23,2022-01,2603,,,Yes,,51571,,,Polesign,2630,M,P,S,842,R22,2630,OK,"Sacramento St. at Oregon St., Berkeley, NS N",,Berkeley,,F22,No,0304280,No,51571
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,New Light Senior Center,2019-06-06,2009-02-23,2022-01,2603,,,Yes,,58225,,,Polesign,2630,M,P,S,843,R22,2630,OK,"Sacramento St. at Oregon St., Berkeley, FS S",,Berkeley,,F22,No,0304290,No,58225
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2019-03-21,2009-02-23,2022-07,2603,,,Yes,,55998,703031,,Shelter,2630,M,P,S,288,S3,2630,OK,"Sacramento St. at University Ave., Berkeley, FS S",,Berkeley,,F22,No,0306720,No,55998
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2021-12-06,,2022-05,2603,,,Yes,,53254,,,Polesign,2630,M,P,S,845,R22,2630,OK,"Sacramento St. at Virginia St., Berkeley, FS N",,Berkeley,,,No,0304370,No,53254
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2005-08-28,,2022-05,2603,,,Yes,,53126,,,Polesign,2630,M,P,S,846,R22,2630,OK,"Sacramento St. at Virginia St., Berkeley, FS S (North Berkeley BART)",,Berkeley,,F22,No,9908330,No,53126
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2009-02-20,2022-01,2603,,,Yes,,58335,,,Polesign,2630,M,P,S,1583,R22,2630,OK,"Sacramento St. at Ward St., Berkeley, NS S",,Berkeley,,F22,No,0304380,No,58335
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2018-12-04,2010-12-24,2022-07,2603,,,No,,51117,700841,,Shelter,2630,M,P,S,562,S5,2630,OK,"San Pablo Ave. at Ashby Ave., Berkeley, FS N",,Berkeley,,F22,No,0304430,No,51117
No,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,shelter removed,2018-12-04,2010-12-24,2021-05,2603,,,No,,52228,700851,,Shelter,2630,M,P,S,589,S5,2630,Removed,"San Pablo Ave. at Ashby Ave., Berkeley, FS S",,Berkeley,,,No,0304420,No,52228
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2021-12-06,2009-10-23,2022-05,2603,,,No,,59600,,,Polesign,2630,M,P,S,1530,R22,2630,OK,"San Pablo Ave. at Cedar St., Berkeley, NS S",,Berkeley,,,No,0304470,No,59600
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2021-12-06,2009-10-06,2022-05,2603,,,No,,59755,,,Polesign,2630,M,P,S,1531,R22,2630,OK,"San Pablo Ave. at Delaware St., Berkeley, NS S",,Berkeley,,,No,0304500,No,59755
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2018-12-04,2010-12-24,2022-07,2603,,,No,,55880,703041,,Shelter,2630,M,P,S,563,S5,2630,OK,"San Pablo Ave. at Dwight Way, Berkeley, FS N",,Berkeley,,F22,No,0306290,No,55880
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2018-12-04,2010-12-24,2022-07,2603,,,No,,57755,703051,,Shelter,2630,M,P,S,588,S5,2630,OK,"San Pablo Ave. at Dwight Way, Berkeley, FS S",,Berkeley,,F22,No,0306320,No,57755
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2021-10-28,2010-12-24,2022-07,2603,,,No,,55100,700881,,Shelter,2630,M,P,S,565,S5,2630,OK,"San Pablo Ave. at Gilman St., Berkeley, FS N",,Berkeley,,F22,No,0304550,No,55100
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2021-10-28,2010-12-24,2022-07,2603,,,No,,55501,700891,,Shelter,2630,M,P,S,586,S5,2630,OK,"San Pablo Ave. at Gilman St., Berkeley, FS S",,Berkeley,,F22,No,0304540,No,55501
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2018-12-04,2010-12-24,2022-07,2603,,,No,,55111,700871,,Shelter,2630,M,P,S,587,S5,2630,OK,"San Pablo Ave. at University Ave., Berkeley, FS S",,Berkeley,,F22,No,0306310,No,55111
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2022-01-21,2009-02-23,2022-05,2603,,,No,,58455,,,Polesign,2630,M,P,S,799,R22,2630,OK,"Seawall Dr. at University Ave., Berkeley, FS S",,Berkeley,,SP22,No,0304730,No,58455
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2021-10-28,2009-02-20,2022-07,2603,,,No,,59954,700711,,Shelter,2630,M,P,S,381,S3,2630,OK,"Shattuck Ave. at Ashby Ave., Berkeley, NS S",,Berkeley,,F22,No,0304800,No,59954
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2022-01-21,2009-10-13,2022-05,2603,,,No,,51544,,,Polesign,2630,M,P,S,847,R22,2630,OK,"Shattuck Ave. at Cedar St., Berkeley, NS N",,Berkeley,,F22,No,0304830,No,51544
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,"Was T24, replaced with R22",2022-01-21,2009-10-13,2022-05,2603,,,No,,53339,,,Polesign,2630,M,P,S,848,R22,2630,OK,"Shattuck Ave. at Cedar St., Berkeley, NS S",,Berkeley,,F22,No,0304820,No,53339
Yes,ACTransit,,Oakland,1997,Oakland,1,Clear Channel,2630,,,,,2021-10-28,2009-09-29,2022-07,2603,,,No,,53888,,,Shelter,2630,M,P,S,507,S5,2630,OK,"Uptown Transit Center, Oakland, going E",,Oakland,,F22,No,1001240,No,53888
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2021-12-06,2009-10-13,2022-05,2603,,,No,,57200,,,Polesign,2630,M,P,S,1503,R22,2630,OK,"Shattuck Ave. at Delaware St., Berkeley, FS S",,Berkeley,,F22,No,0304860,No,57200
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2021-12-06,2009-10-06,2022-05,2603,,,No,,51377,,,Polesign,2630,M,P,S,1483,R22,2630,OK,"Shattuck Ave. at Derby St., Berkeley, NS S",,Berkeley,,F22,No,0304870,No,51377
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,"43/9/FPL",2022-01-21,2009-10-06,2022-05,2603,,,No,,52155,,,Polesign,2630,M,P,S,471,R22,2630,OK,"Shattuck Ave. at Durant Ave., Berkeley, NS N",,Berkeley,,F22,No,0304900,No,52155
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2022-01-21,2009-10-23,2022-05,2603,,,No,,55226,,,Polesign,2630,M,P,S,472,R22,2630,OK,"Shattuck Ave. at Durant Ave., Berkeley, FS S",,Berkeley,,F22,No,0304890,No,55226
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2022-01-21,2009-11-02,2022-07,2603,,,No,,55999,702791,,Shelter,2630,M,P,S,383,S3,2630,OK,"Shattuck Ave. at Kittredge St., Berkeley, FS S",,Berkeley,,F22,No,0304960,No,55999
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,Map belatedly put here,2019-03-21,2009-10-13,2022-07,2603,,,Yes,,55585,703061,,Shelter,2630,M,P,S,269,S3,2630,OK,"Shattuck Ave. at Kittredge St., Berkeley, NS N",,Berkeley,,F22,No,0304970,No,55585
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2022-01-21,2009-10-06,2022-07,2603,,,No,,55935,700731,,Shelter,2630,M,P,S,645,S3,2630,OK,"Shattuck Ave. at Parker St., Berkeley, FS S",,Berkeley,,F22,No,0304990,No,55935
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2022-01-21,2009-10-13,2022-05,2603,,,No,,57776,,,Polesign,2630,M,P,S,755,R22,2630,OK,"Shattuck Ave. at University Ave., Berkeley, FS N",,Berkeley,,F22,No,0305050,No,57776
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,"Changed from T24 to R22 May 17, 2010 --TG",2021-12-06,2009-10-13,2022-05,2603,,,No,,58889,,,Polesign,2630,M,P,S,752,R22,2630,OK,"Shattuck Ave. at University Ave., Berkeley, NS S",,Berkeley,,F22,No,0305040,No,58889
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2022-01-21,2009-10-13,2022-05,2603,,,No,,55507,,,Polesign,2630,M,P,S,1501,R22,2630,OK,"Shattuck Ave. at Vine St., Berkeley, NS S",,Berkeley,,F22,No,0305060,No,55507
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2022-01-21,2009-02-20,2022-05,2603,,,No,,56654,,,Polesign,2630,M,P,S,1502,R22,2630,OK,"Shattuck Ave. at Virginia St., Berkeley, FS S",,Berkeley,,F22,Yes,0305090,No,56654
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2021-10-28,2007-08-15,2022-07,2603,,,No,,51101,793001,,Shelter,2630,M,P,S,377,S3,2630,OK,"Shattuck Ave. at Ashby Ave., Berkeley, NS N",,Berkeley,,F22,No,0304810,No,51101
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,Not done on master. Confused with other direction.,2022-01-21,2009-10-06,2022-07,2603,,,No,,54454,702921,,Shelter,2630,M,P,S,369,S3,2630,OK,"Shattuck Ave. at Dwight Way, Berkeley, FS S",,Berkeley,,F22,No,0304920,No,54454
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,"Berkeley/Richmond Jewish Sr CenterPL",2022-01-21,2009-10-13,2022-05,2603,,,No,,59899,,,Polesign,2630,M,P,S,851,R22,2630,OK,"Shattuck Pl. at Rose St., Berkeley, NS N",,Berkeley,,F22,No,0305120,No,59899
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,"Was T24, replaced with R22",2022-01-21,2009-10-13,2022-05,2603,,,No,,55454,,,Polesign,2630,M,P,S,852,R22,2630,OK,"Shattuck Pl. at Rose St., Berkeley, FS S",,Berkeley,,F22,No,0305130,No,55454
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2022-01-21,2009-02-20,2022-05,2603,,,No,,55265,,,Polesign,2630,M,P,S,854,R22,2630,OK,"Solano Ave. at Colusa Ave., Berkeley, NS W",,Berkeley,,F22,No,0305140,No,55265
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2022-01-21,2008-12-23,2022-07,2603,,,No,,57799,703123,,Shelter,2630,M,P,S,853,S3,2630,OK,"Solano Ave. at Colusa Ave., Berkeley, FS E",,Berkeley,,F22,No,0305150,No,57799
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2021-12-06,2009-02-20,2022-05,2603,,,No,,51922,,,Polesign,2630,M,P,S,1527,R22,2630,OK,"Solano Ave. at Ensenada Ave., Berkeley, FS W",,Berkeley,,F22,No,0305160,No,51922
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2021-12-06,2009-02-20,2022-05,2603,,,No,,51233,,,Polesign,2630,M,P,S,1529,R22,2630,OK,"Solano Ave. at Peralta Ave., Berkeley, FS W",,Berkeley,,F22,No,0305180,No,51233
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2021-12-06,2009-02-20,2022-05,2603,,,No,,52279,,,Polesign,2630,M,P,S,1528,R22,2630,OK,"Solano Ave. at Tacoma Ave., Berkeley, NS W",,Berkeley,,F22,Yes,0305190,No,52279
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2022-01-21,2009-02-20,2022-05,2603,,,No,,54300,,,Polesign,2630,M,P,S,855,R22,2630,OK,"Solano Ave. at The Alameda, Berkeley, FS E",,Berkeley,,F22,No,0305200,No,54300
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2022-01-21,2009-02-20,2022-05,2603,,,No,,51251,,,Polesign,2630,M,P,S,856,R22,2630,OK,"Solano Ave. at The Alameda, Berkeley, FS W",,Berkeley,,F22,No,0305210,No,51251
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2022-01-21,2009-10-13,2022-05,2603,,,No,,56300,,,Polesign,2630,M,P,S,1498,R22,2630,OK,"Sutter St. at Hopkins St., Berkeley, NS S",,Berkeley,,F22,No,0305430,No,56300
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2022-01-21,2009-02-20,2022-05,2603,,,No,,59592,,,Polesign,2630,M,P,S,1499,R22,2630,OK,"Sutter St. at Yolo Ave., Berkeley, NS S",,Berkeley,,F22,Yes,0305450,No,59592
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2021-10-28,2009-02-11,2022-05,2603,,,No,,57088,700681,,Shelter,2630,M,P,S,510,S3,2630,OK,"Telegraph Ave. at Ashby Ave., Berkeley, NS S",,Berkeley,,Newmap,No,0305470,No,57088
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2022-01-21,2009-11-03,2022-05,2603,,,No,,51015,,,Polesign,2630,M,P,S,857,R22,2630,OK,"Telegraph Ave. at Derby St., Berkeley, FS N",,Berkeley,,SP22,No,0305490,No,51015
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2021-12-06,2009-11-02,2022-05,2603,,,No,,59593,,,Polesign,2630,M,P,S,858,R22,2630,OK,"Telegraph Ave. at Derby St., Berkeley, FS S",,Berkeley,,Newmap,No,0305480,No,59593
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2022-01-21,2009-11-03,2022-05,2603,,,No,,51244,,,Polesign,2630,M,P,S,455,R22,2630,OK,"Telegraph Ave. at Haste St., Berkeley, FS N",,Berkeley,,SP22,No,0305530,No,51244
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Clear Channel,2630,,,,,2021-10-28,2009-11-02,2022-05,2603,,,No,,58835,700751,,Shelter,2630,M,P,S,759,S3,2630,OK,"Telegraph Ave. at Parker St., Berkeley, FS S",,Berkeley,,Newmap,No,0305540,No,58835
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,North Branch Berkeley Library,2019-06-06,2009-02-20,2022-01,2603,,,No,,56044,,,Polesign,2630,M,P,S,859,R22,2630,OK,"The Alameda at Hopkins St., Berkeley, FS N",,Berkeley,,F22,No,0305650,No,56044
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,North Branch Berkeley Library,2019-06-06,2006-10-26,2022-01,2603,,,No,,55619,,,Polesign,2630,M,P,S,860,R22,2630,OK,"The Alameda at Hopkins St., Berkeley, NS S",,Berkeley,,F22,No,0305640,No,55619
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,"Changed from T24 to R22 May 18, 2010 --TG",2019-06-06,2009-02-20,2022-01,2603,,,No,,57735,,,Polesign,2630,M,P,S,861,R22,2630,OK,"The Alameda at Solano Ave., Berkeley, FS S",,Berkeley,,F22,No,0305680,No,57735
Sort of,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2009-02-11,2019-12,2603,,,Yes,,53451,,,Polesign,2630,M,P,S,1475,R22,2630,To remove,"Tunnel Road at Bridge Road, Berkeley, NS W",,Berkeley,,R22Susp,No,0305690,No,53451
Sort of,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2009-02-11,2019-12,2603,,,Yes,,57817,,,Polesign,2630,M,P,S,1474,R22,2630,To remove,"Tunnel Road at Vicente Road, Berkeley, FS W",,Berkeley,,R22Susp,No,0305730,No,57817
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2022-01-21,2009-02-20,2022-05,2603,,,No,,51105,,,Polesign,2630,M,P,S,862,R22,2630,OK,"University Ave. at 6th St., Berkeley, NS W",,Berkeley,,SP22,No,0305800,No,51105
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,"Changed from T24 to R22 May 17, 2010 --TG",2022-01-21,2009-02-20,2022-05,2603,,,No,,55548,,,Polesign,2630,M,P,S,753,R22,2630,OK,"University Ave. at 6th St., Berkeley, FS E",,Berkeley,,SP22,No,0305790,No,55548
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,"Changed from T24 to R22 May 17, 2010 --TG",2022-01-21,2009-02-23,2022-05,2603,,,No,,55855,,,Polesign,2630,M,P,S,797,R22,2630,OK,"University Ave. at 9th St., Berkeley, FS E",,Berkeley,,SP22,No,0305820,No,55855
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,19 WE deleted 12/23/07,2022-01-21,2009-10-06,2022-05,2603,,,No,,51573,,,Polesign,2630,M,P,S,863,R22,2630,OK,"University Ave. at Acton St., Berkeley, FS W",,Berkeley,,SP22,No,9903580,No,51573
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,"Changed from T24 to R22 May 17, 2010 --TG",2022-01-21,2009-10-26,2022-05,2603,,,No,,59900,,,Polesign,2630,M,P,S,757,R22,2630,OK,"University Ave. at Acton St., Berkeley, FS E",,Berkeley,,SP22,No,0305840,No,59900
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2019-06-06,2009-02-20,2021-12,2603,,,No,,52877,,,Polesign,2630,M,P,S,152,R22,2630,OK,"Gilman St. at Santa Fe Ave., Berkeley, NS E",,Berkeley,,F22,No,0302790,No,52877
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2022-01-21,2009-02-20,2022-05,2603,,,No,,58883,,,Polesign,2630,M,P,S,1405,R22,2630,OK,"University Ave. at Berkeley Amtrak, Berkeley, going S",,Berkeley,BerkAmtrak,SP22,No,0305760,No,58883
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,,2022-01-21,2009-02-23,2022-05,2603,,,No,,58660,,,Polesign,2630,M,P,S,798,R22,2630,OK,"University Ave. at Berkeley Marina Sport Center, Berkeley, going W",,Berkeley,,SP22,No,0305860,No,58660
Yes,ACTransit,,Berkeley,1997,Berkeley,1,Polecrew,2630,,,,19 WE deleted 12/23/07,2022-01-21,2009-10-23,2022-05,2603,,,No,,57335,,,Polesign,2630,M,P,S,864,R22,2630,OK,"University Ave. at Bonar St., Berkeley, NS W",,Berkeley,,SP22,No,0305880,No,57335
